17567.567567567567,75675.67567567567,96486.48648648648,107837.83783783784,202702.7027027027,162702.7027027027,108918.91891891892,103243.24324324324,274594.59459459456,597837.8378378379,1.3608108108108107e6,3.6597297297297297e6,5.30027027027027e6,7.920810810810811e6,1.1525945945945945e7,9.466756756756756e6,9.055135135135135e6,8.398918918918919e6,9.751621621621622e6,7.326486486486486e6,6.5813513513513515e6,7.831621621621622e6,6.853513513513513e6,5.450810810810811e6,5.782972972972972e6,7.539189189189189e6,6.752702702702702e6,6.885135135135135e6,8.201081081081081e6,6.062162162162162e6,7.056216216216216e6,8.505675675675675e6,6.93972972972973e6,7.699459459459459e6,1.010027027027027e7,8.668918918918919e6,8.111081081081081e6,8.137837837837838e6,1.0248108108108107e7,8.316756756756756e6,7.599189189189189e6,8.963783783783784e6,7.452972972972972e6,7.862162162162161e6,7.051081081081081e6,8.48027027027027e6,7.444594594594594e6,8.242432432432432e6,9.352162162162162e6,6.672432432432432e6,7.562972972972972e6,1.008081081081081e7,8.569189189189188e6,9.481621621621622e6,1.323135135135135e7,1.3296756756756756e7,1.3011081081081081e7,1.3373243243243244e7,1.6225405405405404e7,1.643054054054054e7,1.4592972972972972e7,1.8456216216216214e7,1.4833513513513513e7,1.5157027027027026e7,1.658054054054054e7,1.790864864864865e7,1.6814324324324325e7,2.1166486486486487e7,2.3438378378378376e7,1.8645405405405406e7,1.7626216216216214e7,2.174756756756757e7,1.773864864864865e7,1.295081081081081e7,1.5664594594594594e7,1.3187567567567566e7,1.3715675675675675e7,1.1327297297297297e7,1.4211081081081081e7,1.3388108108108107e7,1.469027027027027e7,1.71027027027027e7,1.2862972972972972e7,1.7967027027027026e7,1.749918918918919e7,2.04827027027027e7,1.776027027027027e7,1.8764324324324325e7,2.2475675675675675e7,1.7127027027027026e7,1.6459729729729729e7,1.8916486486486487e7,1.6672432432432432e7,1.3466756756756756e7,1.5262702702702703e7,1.4784864864864863e7,1.287135135135135e7,1.1007837837837838e7,1.262945945945946e7,1.0218378378378378e7,1.107945945945946e7,1.3492702702702703e7,1.1328108108108107e7,1.105135135135135e7,1.3317027027027026e7,1.5627567567567566e7,1.261945945945946e7,1.2674864864864863e7,1.6254594594594594e7,1.470135135135135e7,1.2533783783783784e7,1.4758918918918919e7,1.188027027027027e7,1.3149729729729729e7,1.3527027027027026e7,9.922972972972972e6,9.969189189189188e6,1.0898918918918919e7,1.0851891891891891e7,8.52945945945946e6,9.423783783783784e6,1.2545135135135135e7,9.227297297297297e6,9.33135135135135e6,9.643513513513513e6,1.2491081081081081e7,9.78945945945946e6,8.913243243243244e6,1.2779729729729729e7,1.0395675675675675e7,9.465135135135135e6

